mnemonic,all_households,owned_households,percent_owned
E05010880,8170,6144,75.2
E05010881,8175,6161,75.4
E05010882,10195,4453,43.7
E05010883,7676,5754,75
E05010884,8205,5015,61.1
E05001341,7222,5537,76.7
E05001342,8277,5853,70.7
E05001343,8350,6297,75.4
E05001344,6649,4267,64.2
E05001345,7712,3237,42
E05001346,5899,3251,55.1
E05001347,8214,2276,27.7
E05001348,6636,4115,62
E05001349,8126,6233,76.7
E05001350,8087,4502,55.7
E05001351,6284,3646,58
E05001352,5724,3604,63
E05001353,7716,5433,70.4
E05001354,6738,5220,77.5
E05001355,6224,3470,55.8
E05001356,7007,4974,71
E05001357,7331,4249,58
E05001358,6594,2947,44.7
E05001359,5652,2470,43.7
E05001360,7326,5156,70.4
E05001361,7327,4365,59.6
E05001362,7179,4448,62
E05001363,7420,4718,63.6
E05001364,5651,3326,58.9
E05001365,8617,3768,43.7
E05001366,5128,4224,82.4
E05001367,6348,4090,64.4
E05001368,7384,4501,61
E05001369,6425,4895,76.2
E05001370,6617,4496,67.9
E05001371,5233,3419,65.3
E05001372,5563,3964,71.3
E05001373,5422,3309,61
E05001374,4904,3577,72.9
E05001375,5084,3816,75.1
E05001376,5391,3303,61.3
E05001377,4648,3308,71.2
E05001378,5215,4066,78
E05001379,5428,2780,51.2
E05001380,4906,2498,50.9
E05001381,5007,3388,67.7
E05001382,4942,3547,71.8
E05001383,5753,3930,68.3
E05001384,5703,3509,61.5
E05001385,5561,3480,62.6
E05001386,6307,3033,48.1
E05001387,5406,3513,65
E05001389,8348,4768,57.1
E05001390,6751,3942,58.4
E05001391,7599,4580,60.3
E05001392,7312,5065,69.3
E05001393,7805,5175,66.3
E05001396,7666,4577,59.7
E05001397,7171,5616,78.3
E05001398,8285,5001,60.4
E05001399,6557,4182,63.8
E05001400,6955,3727,53.6
E05001401,8382,5487,65.5
E05001402,8553,4620,54
E05001403,7109,4871,68.5
E05001405,8464,6706,79.2
E05001407,8874,6362,71.7
E05001408,8301,5296,63.8
E05001409,8766,6481,73.9
E05001410,7990,3439,43
E05008558,7805,5415,69.4
E05008559,7838,5804,74
E05008560,7549,4595,60.9
E05008561,7290,5534,75.9
E05008562,6608,5362,81.1
E05011384,9741,7271,74.6
E05011385,11816,4553,38.5
E05011387,10810,5574,51.6
E05011388,12375,3219,26
E05011389,10493,7699,73.4
E05011390,10817,5097,47.1
E05011391,10893,7225,66.3
E05011394,10703,3415,31.9
E05011395,10515,8160,77.6
E05011396,7851,6656,84.8
E05011397,10331,1734,16.8
E05011399,11865,3057,25.8
E05011400,11376,4977,43.8
E05011401,9598,7127,74.3
E05011402,9846,3916,39.8
E05011403,10000,1288,12.9
E05011404,12147,5800,47.7
E05011405,9940,6782,68.2
E05011406,10294,7551,73.4
E05011407,11088,6932,62.5
E05011409,11093,7291,65.7
E05011410,9029,6399,70.9
E05011411,9367,6718,71.7
E05011413,9398,5683,60.5
E05011414,9319,7095,76.1
E05011547,10097,7448,73.8
E05011549,10487,7156,68.2
E05012647,11674,4465,38.2
E05012648,11072,6658,60.1
E05012841,9042,7204,79.7
E05012842,9955,7119,71.5
E05013830,8961,6923,77.3
E05013831,9464,6396,67.6
E05001444,7567,5446,72
E05001445,6622,3611,54.5
E05001446,8361,5564,66.5
E05001447,7694,5090,66.2
E05001448,6811,4893,71.8
E05001449,7646,4598,60.1
E05001450,6936,4016,57.9
E05001451,6857,4709,68.7
E05001452,6335,3630,57.3
E05001453,7546,4463,59.1
E05001454,7448,4949,66.4
E05001455,8444,5316,63
E05001456,6671,4475,67.1
E05001457,7998,4528,56.6
E05001458,7258,5415,74.6
E05001459,7083,2732,38.6
E05001460,7631,3630,47.6
E05001461,7670,5909,77
E05001462,6268,4038,64.4
E05001463,6924,3377,48.8
E05001464,7296,5435,74.5
E05001767,6299,2382,37.8
E05001768,5926,5185,87.5
E05001769,7428,3677,49.5
E05001770,7848,2274,29
E05001771,5099,3721,73
E05001772,5865,3618,61.7
E05001773,5554,3998,72
E05001774,6562,4629,70.5
E05001775,6785,3147,46.4
E05001776,5898,3146,53.3
E05001777,5657,4123,72.9
E05001778,6585,3140,47.7
E05001779,6486,5268,81.2
E05001780,6089,2745,45.1
E05001781,5774,4309,74.6
E05001782,6185,2838,45.9
E05001783,5617,4170,74.2
E05010458,8365,3853,46.1
E05010459,5074,3055,60.2
E05010460,6990,3365,48.1
E05010461,6252,2637,42.2
E05010462,7731,3134,40.5
E05010463,8608,1861,21.6
E05010464,5951,3672,61.7
E05010465,4710,2038,43.3
E05010466,5756,2029,35.3
E05010467,7107,4045,56.9
E05010468,6617,4660,70.4
E05010469,6533,2853,43.7
E05010470,5582,3422,61.3
E05010471,4649,1184,25.5
E05010472,3484,2107,60.5
E05010473,6703,2950,44
E05010474,4316,2654,61.5
E05010475,4925,3045,61.8
E05010476,5799,1452,25
E05010477,7783,3770,48.4
E05010478,4447,1645,37
E05012632,1195,779,65.2
E05012633,1092,827,75.7
E05012634,1084,638,58.9
E05012635,624,418,67
E05012636,601,468,77.9
E05012637,1212,925,76.3
E05012638,635,537,84.6
E05012639,600,495,82.5
E05012640,1323,926,70
E05012641,1345,817,60.7
E05012642,1358,867,63.8
E05012643,1982,1568,79.1
E05012644,1231,945,76.8
E05012645,1876,1209,64.4
E05012646,538,428,79.6
E05012270,6743,2587,38.4
E05012271,7094,3573,50.4
E05012272,6721,3070,45.7
E05012273,7360,3282,44.6
E05012274,6877,3268,47.5
E05012275,7039,2929,41.6
E05012276,6036,4093,67.8
E05012277,5168,1474,28.5
E05012278,7129,3683,51.7
E05012279,4243,2888,68.1
E05012280,6804,3281,48.2
E05012281,6876,1666,24.2
E05012282,3519,2434,69.2
E05012283,5773,1681,29.1
E05012284,7399,3511,47.5
E05012285,4704,1624,34.5
E05012286,4656,596,12.8
E05012287,7913,2176,27.5
E05012288,6738,3882,57.6
E05012289,5959,4622,77.6
E05013213,5622,3002,53.4
E05013214,5461,3841,70.3
E05013215,5232,3200,61.2
E05013216,5958,4333,72.7
E05013217,5526,3479,63
E05013218,6078,2970,48.9
E05013219,5917,4436,75
E05013220,5943,4735,79.7
E05013221,6665,3539,53.1
E05013222,5576,4028,72.2
E05013223,5337,3832,71.8
E05013224,4836,3585,74.1
E05013225,5699,3905,68.5
E05013226,4669,3718,79.6
E05013227,6345,2933,46.2
E05013228,6368,3496,54.9
E05013229,6692,3225,48.2
E05013230,5675,3977,70.1
E05013231,5574,3818,68.5
E05013232,5164,3825,74.1
E05013233,5371,3655,68.1
E05013234,5292,3814,72.1
E05013235,6870,4450,64.8
E05013236,6144,4380,71.3
E05013237,5772,3914,67.8
E05013238,5139,2771,53.9
E05013239,5600,2875,51.3
E05013240,6116,3364,55
E05013241,4909,3894,79.3
E05013242,6691,5017,75
E05013243,5644,4097,72.6
E05013244,4957,3830,77.3
E05013245,5465,4202,76.9
E05013246,7879,1761,22.4
E05013247,5490,2161,39.4
E05013248,4973,2945,59.2
E05013249,5251,3118,59.4
E05013250,5250,4036,76.9
E05013251,5511,2750,49.9
E05013252,5020,3914,78
E05013253,4662,3382,72.5
E05013254,5025,3884,77.3
E05013255,5601,4123,73.6
E05013256,5808,3684,63.4
E05013257,5461,4259,78
E05013258,5789,3172,54.8
E05013259,4929,3667,74.4
E05013260,4929,3636,73.8
E05013261,5919,4577,77.3
E05013262,4519,3491,77.3
E05013263,5481,4190,76.4
E05013264,5634,2576,45.7
E05013265,5432,4129,76
E05013266,6903,3758,54.4
E05013267,5722,2747,48
E05013268,6869,4912,71.5
E05013269,5196,3805,73.2
E05003280,3982,2360,59.3
E05003281,1143,936,81.9
E05003282,2529,1845,73
E05003283,2517,1994,79.2
E05003284,2148,1762,82
E05003286,2189,1660,75.8
E05003287,1204,895,74.3
E05003289,2162,1806,83.5
E05003290,2275,1733,76.2
E05003292,2870,1820,63.4
E05003293,2801,1764,63
E05003295,2595,1453,56
E05003296,4272,2911,68.1
E05003297,2468,1763,71.4
E05003299,2734,1571,57.5
E05003300,1665,1307,78.5
E05003301,2267,1914,84.4
E05003302,1050,845,80.5
E05008520,2565,1826,71.2
E05008521,2091,1684,80.5
E05008522,2598,1758,67.7
E05008523,3330,2568,77.1
E05008524,2829,2348,83
E05011983,2749,1952,71
E05011984,1785,1386,77.6
E05011985,1911,1377,72.1
E05011986,1952,1245,63.8
E05011987,1465,938,64
E05011988,2069,1416,68.4
E05011989,2512,1804,71.8
E05011990,1169,888,76
E05011991,2940,1644,55.9
E05011992,1957,1067,54.5
E05011993,1910,1250,65.4
E05011994,2138,1013,47.4
E05011995,2016,1238,61.4
E05011996,2071,1405,67.8
E05011997,2967,2137,72
E05011998,1845,1304,70.7
E05011999,1812,1200,66.2
E05003323,2672,1729,64.7
E05003324,1943,1211,62.3
E05003325,2771,2052,74.1
E05003326,3040,2235,73.5
E05003327,3167,1576,49.8
E05003328,2900,2006,69.2
E05003329,3241,2395,73.9
E05003330,2187,961,43.9
E05003331,1731,1414,81.7
E05003332,1966,883,44.9
E05003333,1981,1217,61.4
E05003334,2134,897,42
E05003335,2098,1159,55.2
E05003336,1972,1100,55.8
E05003337,3009,1273,42.3
E05003338,2268,1083,47.8
E05003339,3777,2329,61.7
