mnemonic,all_households,owned_households,percent_owned
E05012169,2983,1950,65.4
E05012170,1052,812,77.2
E05012171,2056,1501,73
E05012172,819,663,81
E05012173,1056,785,74.3
E05012174,1032,851,82.5
E05012175,2863,2156,75.3
E05012176,787,616,78.3
E05010950,2925,2460,84.1
E05010951,2608,2039,78.2
E05010952,2775,2146,77.3
E05010953,4607,2148,46.6
E05010954,1282,732,57.1
E05010955,2599,2035,78.3
E05010956,3141,2252,71.7
E05010957,2828,2355,83.3
E05010958,3180,1487,46.8
E05010959,2511,1380,55
E05010960,4021,3442,85.6
E05010961,4244,2055,48.4
E05010962,4208,2430,57.7
E05010963,1472,788,53.5
E05010964,3146,2202,70
E05010965,2540,1913,75.3
E05010966,2533,1676,66.2
E05010967,4793,1841,38.4
E05010969,3128,2253,72
E05010972,2003,1541,76.9
E05010973,1820,1290,70.9
E05010975,1002,785,78.3
E05010976,3251,2158,66.4
E05010981,3237,2510,77.5
E05010982,875,750,85.7
E05010986,1105,611,55.3
E05010987,1122,732,65.2
E05010988,1113,635,57.1
E05010990,951,655,68.9
E05010991,1024,662,64.6
E05010992,2022,1532,75.8
E05013187,940,788,83.8
E05013188,966,785,81.3
E05013189,2706,2250,83.1
E05013190,3406,2469,72.5
E05013191,869,691,79.5
E05013192,1976,1509,76.4
E05013193,2880,2028,70.4
E05013194,1961,1562,79.7
E05013195,2486,1871,75.3
E05013196,3258,2178,66.9
E05013197,1025,657,64.1
E05013198,974,827,84.9
E05013199,2974,2168,72.9
E05013212,3304,2182,66
E05012064,1151,881,76.5
E05012065,1642,1053,64.1
E05012066,2245,1580,70.4
E05012067,2846,2210,77.7
E05012068,3149,2218,70.4
E05012069,1403,1051,74.9
E05012070,2215,1923,86.8
E05012071,2475,1575,63.6
E05012072,2211,1539,69.6
E05012073,1878,1508,80.3
E05012074,2277,1293,56.8
E05012075,1860,1334,71.7
E05012076,2092,1381,66
E05012077,1038,803,77.4
E05012078,999,787,78.8
E05012079,1093,739,67.6
E05012080,2196,1637,74.5
E05012081,2351,1753,74.6
E05012082,2729,1478,54.2
E05012083,3065,2212,72.2
E05014360,5490,3624,66
E05014361,4284,3321,77.5
E05014362,4702,2789,59.3
E05014363,4304,2736,63.6
E05014370,3942,2880,73.1
E05014371,3957,2923,73.9
E05014372,3885,2940,75.7
E05014373,4201,3213,76.5
E05014378,4913,3143,64
E05014381,5258,3344,63.6
E05014388,5361,3630,67.7
E05014342,4231,3433,81.1
E05014343,5339,3781,70.8
E05014344,4565,2124,46.5
E05014345,5261,2416,45.9
E05014346,4666,2963,63.5
E05014348,4691,3427,73.1
E05014349,4007,3195,79.7
E05014353,4062,3035,74.7
E05014364,4486,2734,60.9
E05014365,4276,3313,77.5
E05014367,4140,3461,83.6
E05014376,4188,2938,70.2
E05014341,4097,2923,71.3
E05014347,4020,2653,66
E05014350,4273,3063,71.7
E05014351,4724,3181,67.3
E05014352,3867,2497,64.6
E05014354,4247,3169,74.6
E05014356,4155,2898,69.7
E05014357,4766,3572,74.9
E05014366,4772,3457,72.4
E05014369,4695,3160,67.3
E05014379,4531,3424,75.6
E05014380,4698,3448,73.4
E05014389,5077,3219,63.4
E05014390,4889,3023,61.8
E05014391,4925,2728,55.4
E05014392,4708,2947,62.6
E05014393,3500,2219,63.4
E05014339,5133,3180,62
E05014340,4641,3326,71.7
E05014355,4441,3390,76.3
E05014358,3763,2470,65.6
E05014359,4026,2718,67.5
E05014368,4469,3207,71.8
E05014374,4175,2791,66.9
E05014375,5340,4019,75.3
E05014377,4512,2931,65
E05014382,5484,2344,42.7
E05014383,4618,2494,54
E05014384,4969,3068,61.7
E05014385,4049,3079,76
E05014386,4487,2843,63.4
E05014387,5879,3897,66.3
W05001492,2954,2195,74.3
W05001493,1516,1087,71.7
W05001494,1711,1140,66.6
W05001495,2190,1474,67.3
W05001496,2360,1419,60.1
W05001497,1339,973,72.7
W05001498,1476,1051,71.2
W05001499,2739,2147,78.4
W05001500,1656,1069,64.6
W05001501,2637,1953,74.1
W05001502,2165,1558,72
W05001503,2025,918,45.3
W05001504,3319,2286,68.9
W05001505,2738,1754,64.1
W05001506,552,404,73.2
W05001507,565,408,72.2
W05001508,1016,577,56.8
W05001509,547,361,66
W05001510,841,568,67.5
W05001511,808,620,76.7
W05001512,1600,1185,74.1
W05001513,811,505,62.3
W05001514,630,507,80.5
W05001515,557,420,75.4
W05001516,695,357,51.4
W05001517,1901,626,32.9
W05001518,800,429,53.6
W05001519,930,436,46.9
W05001520,540,435,80.6
W05001521,600,449,74.8
W05001522,767,524,68.3
W05001523,551,448,81.3
W05001524,664,393,59.2
W05001525,814,437,53.7
W05001526,804,529,65.8
W05001527,773,469,60.7
W05001528,797,500,62.7
W05001529,499,367,73.5
W05001530,1946,594,30.5
W05001531,727,451,62
W05001532,706,539,76.3
W05001533,538,416,77.3
W05001534,735,542,73.7
W05001535,774,491,63.4
W05001536,693,452,65.2
W05001537,568,376,66.2
W05001538,1028,552,53.7
W05001539,796,608,76.4
W05001540,594,396,66.7
W05001541,1349,1018,75.5
W05001542,768,498,64.8
W05001543,655,435,66.4
W05001544,880,590,67
W05001545,561,401,71.5
W05001546,850,546,64.2
W05001547,758,577,76.1
W05001548,452,340,75.2
W05001549,557,473,84.9
W05001550,827,613,74.1
W05001551,887,714,80.5
W05001552,894,598,66.9
W05001553,967,593,61.3
W05001554,562,366,65.1
W05001555,1144,499,43.6
W05001556,763,542,71
W05001557,565,458,81.1
W05001558,887,647,72.9
W05001559,803,496,61.8
W05001560,531,372,70.1
W05001561,548,437,79.7
W05001562,641,466,72.7
W05001563,890,676,76
W05001564,635,479,75.4
W05001565,605,472,78
W05001566,940,505,53.7
W05001567,558,445,79.7
W05001568,1049,717,68.4
W05001569,719,583,81.1
W05001570,682,490,71.8
W05001403,852,611,71.7
W05001404,869,652,75
W05001405,829,518,62.5
W05001406,1073,848,79
W05001407,1957,1332,68.1
W05001408,1967,1322,67.2
W05001409,1567,1137,72.6
W05001410,1843,1483,80.5
W05001411,827,604,73
W05001412,1616,1152,71.3
W05001413,3076,2427,78.9
W05001414,2040,979,48
W05001415,3362,2513,74.7
W05001416,3453,1897,54.9
W05001417,2554,1879,73.6
W05001418,3766,2643,70.2
W05001419,1637,1047,64
W05001420,1001,773,77.2
W05001421,755,580,76.8
W05001422,1072,627,58.5
W05001423,846,539,63.7
W05001424,819,642,78.4
W05001425,2029,1368,67.4
W05001426,2138,1792,83.8
W05001427,3042,1932,63.5
W05001428,2620,1680,64.1
W05001429,1060,758,71.5
W05001430,2193,1081,49.3
W05001431,735,466,63.4
W05001432,638,445,69.7
W05001332,731,594,81.3
W05001333,870,595,68.4
W05001334,2244,1139,50.8
W05001335,1939,1506,77.7
W05001336,1001,748,74.7
W05001337,1545,1003,64.9
W05001338,667,552,82.8
W05001339,891,651,73.1
W05001340,977,726,74.3
W05001341,1905,1222,64.1
W05001342,765,587,76.7
W05001343,992,766,77.2
W05001344,1545,1085,70.2
W05001345,1686,1169,69.3
W05001346,882,623,70.6
W05001347,2716,1940,71.4
W05001348,1809,1251,69.2
W05001349,1796,1257,70
W05001350,2080,1308,62.9
W05001351,1684,1284,76.2
W05001352,2169,963,44.4
W05001353,1722,1082,62.8
W05001354,1837,1396,76
W05001355,2241,582,26
W05001356,2628,1726,65.7
W05001357,840,604,71.9
W05001358,730,450,61.6
W05001359,788,591,75
W05001360,698,535,76.6
W05001571,2455,2156,87.8
W05001572,1718,1139,66.3
W05001573,958,696,72.7
W05001574,1831,1467,80.1
W05001575,1656,1343,81.1
W05001576,1904,1412,74.2
W05001577,1868,1122,60.1
W05001578,1049,801,76.4
W05001579,2312,1897,82.1
W05001580,729,457,62.7
W05001581,1104,877,79.4
W05001582,769,645,83.9
W05001583,2072,1235,59.6
W05001584,2139,1417,66.2
W05001585,1767,1535,86.9
W05001586,951,717,75.4
W05001587,1130,443,39.2
W05001588,3459,2390,69.1
W05001589,1253,912,72.8
W05001590,1159,680,58.7
W05001591,1572,1315,83.7
W05001592,1807,1476,81.7
W05001593,2284,1974,86.4
W05001594,1952,1299,66.5
W05001595,736,641,87.1
W05001596,958,370,38.6
W05001597,806,535,66.4
W05001598,995,722,72.6
W05001599,1072,889,82.9
W05001600,930,621,66.8
W05001601,2337,1682,72
W05001602,794,658,82.9
W05001603,1295,819,63.2
W05001604,1116,711,63.7
W05001605,1156,1057,91.4
W05001606,1002,501,50
W05001607,792,458,57.8
W05001608,2074,1742,84
W05001609,1935,1653,85.4
W05001610,2282,1263,55.3
W05001611,2252,1337,59.4
W05001612,1862,942,50.6
W05001613,970,639,65.9
W05001614,704,533,75.7
W05001615,969,847,87.4
W05001713,889,167,18.8
W05001714,2175,1300,59.8
W05001715,845,684,80.9
W05001716,1047,959,91.6
W05001717,750,554,73.9
W05001718,1783,1117,62.6
W05001719,1161,764,65.8
W05001720,1727,655,37.9
W05001721,931,393,42.2
W05001722,883,479,54.2
W05001723,1186,766,64.6
W05001724,1041,712,68.4
W05001725,881,540,61.3
W05001726,1922,1277,66.4
W05001727,902,647,71.7
W05001728,814,572,70.3
W05001729,1168,777,66.5
W05001730,916,784,85.6
W05001731,1290,1019,79
W05001732,1211,508,41.9
W05001733,1041,524,50.3
W05001734,1027,749,72.9
W05001735,1144,736,64.3
W05001736,1013,665,65.6
W05001737,1257,797,63.4
W05001738,1171,408,34.8
W05001739,1237,914,73.9
W05001740,966,799,82.7
W05001741,862,651,75.5
W05001742,2024,1412,69.8
W05001743,946,709,74.9
W05001744,926,847,91.5
W05001745,1017,828,81.4
W05001746,1092,763,69.9
W05001747,1320,633,48
W05001748,1163,872,75
W05001749,2343,1483,63.3
W05001750,864,478,55.3
W05001751,1129,796,70.5
W05001752,1123,760,67.7
W05001753,1035,212,20.5
W05001754,1041,537,51.6
W05001755,1524,1256,82.4
W05001756,1416,1089,76.9
W05001757,1290,684,53
W05001758,1430,495,34.6
W05001759,970,669,69
W05001760,1027,533,51.9
W05001761,979,241,24.6
W05001298,896,615,68.6
W05001299,1563,1180,75.5
W05001300,2184,745,34.1
W05001301,1280,640,50
W05001302,1055,430,40.8
W05001303,1309,1016,77.6
W05001304,919,673,73.2
W05001305,798,637,79.8
W05001306,840,657,78.2
W05001307,744,535,71.9
W05001308,1052,561,53.3
W05001309,685,519,75.8
W05001310,904,551,61
W05001311,818,612,74.8
W05001312,744,608,81.7
W05001313,928,758,81.7
W05001314,873,584,66.9
W05001315,652,517,79.3
W05001316,893,668,74.8
W05001317,618,489,79.1
W05001318,638,519,81.3
W05001319,663,521,78.6
W05001320,837,651,77.8
W05001321,756,608,80.4
W05001322,638,529,82.9
W05001323,872,666,76.4
W05001324,889,617,69.4
W05001325,858,670,78.1
W05001326,570,482,84.6
W05001327,1184,469,39.6
W05001328,758,534,70.4
W05001329,770,635,82.5
W05001330,849,616,72.6
W05001331,849,659,77.6
W05001433,930,715,76.9
W05001434,861,701,81.4
W05001435,764,648,84.8
W05001436,786,542,69
W05001437,804,656,81.6
W05001438,865,668,77.2
W05001439,1008,782,77.6
W05001440,1025,769,75
W05001441,817,650,79.6
W05001442,888,609,68.6
W05001443,747,494,66.1
W05001444,938,623,66.4
W05001445,1227,494,40.3
W05001446,1113,392,35.2
W05001447,1088,695,63.9
W05001448,976,692,70.9
W05001449,1156,831,71.9
W05001450,773,556,71.9
W05001451,918,610,66.4
W05001452,1046,806,77.1
W05001453,647,533,82.4
W05001454,772,642,83.2
W05001455,1025,744,72.6
W05001456,983,806,82
W05001457,820,659,80.4
W05001458,915,687,75.1
W05001459,933,694,74.4
W05001460,811,636,78.4
W05001461,930,527,56.7
W05001462,1051,585,55.7
W05001463,1272,644,50.6
W05001464,1253,728,58.1
W05001465,1070,598,55.9
W05001466,1095,668,61
W05001467,1009,499,49.5
W05001468,1343,833,62
W05001469,567,455,80.2
W05001470,897,664,74
W05001471,1018,690,67.8
W05001472,897,606,67.6
W05001473,765,475,62.1
W05001474,949,440,46.4
W05001475,1124,584,52
W05001476,834,519,62.2
W05001477,755,482,63.8
W05001478,1719,878,51.1
W05001479,1063,562,52.9
W05001480,906,770,85
W05001481,759,611,80.5
W05001482,777,543,69.9
W05001483,685,461,67.3
W05001484,846,592,70
W05001485,957,750,78.4
W05001486,686,513,74.8
W05001487,950,717,75.5
W05001488,948,658,69.4
W05001489,1079,525,48.7
W05001490,867,681,78.5
W05001491,789,611,77.4
W05001177,964,803,83.3
W05001178,2466,1581,64.1
W05001179,987,736,74.6
W05001180,2779,1717,61.8
W05001181,1934,1350,69.8
W05001182,1887,1376,72.9
W05001183,4318,2327,53.9
W05001184,2283,1411,61.8
W05001185,2468,1779,72.1
W05001186,1125,932,82.8
W05001187,1250,875,70
W05001188,931,806,86.6
W05001189,2205,1357,61.5
W05001190,865,639,73.9
W05001191,890,595,66.9
W05001192,1105,717,64.9
W05001193,2900,1448,49.9
W05001194,938,738,78.7
W05001195,2153,1690,78.5
W05001196,1377,1085,78.8
W05001197,1913,1483,77.5
W05001198,2248,1645,73.2
W05001199,1150,797,69.3
W05001200,852,722,84.7
W05001201,856,686,80.1
W05001202,1373,940,68.5
W05001203,1119,773,69.1
W05001204,1843,1333,72.3
W05001205,1062,879,82.8
W05001206,767,640,83.4
W05001207,1218,920,75.5
W05001208,818,672,82.2
W05001209,2276,1722,75.7
W05001210,1174,896,76.3
W05001211,2232,1766,79.1
W05001212,2231,1658,74.3
W05001213,1194,834,69.8
W05001214,2338,1487,63.6
W05001215,1874,1028,54.9
W05001216,1123,922,82.1
W05001217,1780,1362,76.5
W05001218,1321,1022,77.4
W05001219,1214,899,74.1
W05001220,1834,1327,72.4
W05001221,2262,1717,75.9
W05001222,1100,991,90.1
W05001223,1131,951,84.1
W05001224,1060,745,70.3
W05001225,1172,924,78.8
W05001226,2336,1093,46.8
W05001227,1066,769,72.1
W05001039,1454,1280,88
W05001040,3329,1777,53.4
W05001041,6312,1813,28.7
W05001042,3757,2522,67.1
W05001043,4450,2889,64.9
W05001044,3415,2213,64.8
W05001045,3885,3235,83.3
W05001046,1157,953,82.4
W05001047,4666,3094,66.3
W05001048,1231,1039,84.4
W05001049,2123,1595,75.1
W05001050,3048,1738,57
W05001051,1154,941,81.5
W05001052,6241,4387,70.3
W05001053,4051,3192,78.8
W05001054,1183,1035,87.5
W05001055,7236,4743,65.5
W05001056,3634,2947,81.1
W05001057,3989,2548,63.9
W05001058,1581,1290,81.6
W05001059,4841,1566,32.3
W05001060,1473,1102,74.8
W05001061,1355,1205,88.9
W05001062,2975,2056,69.1
W05001063,1030,878,85.2
W05001064,6269,4332,69.1
W05001065,3128,1675,53.5
W05001066,3777,1129,29.9
W05001067,5633,2595,46.1
W05001068,2283,758,33.2
W05001069,1542,980,63.6
W05001070,2761,1879,68.1
W05001679,2610,1489,57
W05001680,941,670,71.2
W05001681,1111,870,78.3
W05001682,2955,2393,81
W05001683,1357,852,62.8
W05001684,1467,877,59.8
W05001685,1258,655,52.1
W05001686,2986,2032,68.1
W05001687,915,828,90.5
W05001688,2382,1673,70.2
W05001689,738,587,79.5
W05001690,2133,1752,82.1
W05001691,2276,1399,61.5
W05001692,975,763,78.3
W05001693,1301,1063,81.7
W05001694,2250,1556,69.2
W05001695,1829,1215,66.4
W05001696,920,661,71.8
W05001697,1528,1139,74.5
W05001698,993,751,75.6
W05001699,885,624,70.5
W05001700,1849,1252,67.7
W05001701,1186,628,53
W05001702,3424,2396,70
W05001703,3038,1489,49
W05001704,1862,1043,56
W05001705,2054,1227,59.7
W05001706,2342,1490,63.6
W05001707,2544,1731,68
W05001708,2490,1880,75.5
W05001709,1130,953,84.3
W05001710,3036,1605,52.9
W05001711,2855,1440,50.4
W05001712,745,527,70.7
W05001228,1049,825,78.6
W05001229,1023,648,63.3
W05001230,1785,1376,77.1
W05001231,1133,803,70.9
W05001232,1106,456,41.2
W05001233,1496,1082,72.3
W05001234,4667,2856,61.2
W05001235,3606,2659,73.7
W05001236,2889,1862,64.5
W05001237,1853,1341,72.4
W05001238,4008,3316,82.7
W05001239,3175,1959,61.7
W05001240,3248,2126,65.5
W05001241,1224,951,77.7
W05001242,2126,1477,69.5
W05001243,2502,1757,70.2
W05001244,1054,712,67.6
W05001245,1069,890,83.3
W05001246,1461,1285,88
W05001247,1384,980,70.8
W05001248,2224,1578,71
W05001249,4282,3298,77
W05001250,921,839,91.1
W05001251,2672,1757,65.8
W05001252,1202,877,73
W05001253,3797,2452,64.6
W05001254,1023,901,88.1
W05001255,4385,2902,66.2
W05001379,3934,2984,75.9
W05001380,2760,1672,60.6
W05001381,4275,2693,63
W05001382,2374,1111,46.8
W05001383,2237,1677,75
W05001384,2018,1207,59.8
W05001385,2888,2374,82.2
W05001386,3603,2881,80
W05001387,2338,1692,72.4
W05001388,2369,1218,51.4
W05001389,3526,2595,73.6
W05001390,898,677,75.4
W05001391,836,732,87.6
W05001392,4520,3307,73.2
W05001393,787,704,89.5
W05001394,2320,1976,85.2
W05001395,2886,2303,79.8
W05001396,1567,1002,63.9
W05001397,1861,1567,84.2
W05001398,888,727,81.9
W05001399,3447,2278,66.1
W05001400,1823,1155,63.4
W05001401,2066,1708,82.7
W05001402,1226,1045,85.2
W05001270,4111,1239,30.1
W05001271,5488,1755,32
W05001272,4756,2302,48.4
W05001273,7096,4632,65.3
W05001274,6169,1312,21.3
W05001275,4185,3565,85.2
W05001276,6232,2720,43.6
W05001277,5878,3577,60.9
W05001278,2511,1186,47.2
W05001279,8783,3982,45.3
W05001280,5177,4146,80.1
W05001281,4507,3681,81.7
W05001282,3756,3065,81.6
W05001283,3479,2147,61.7
W05001284,4637,3043,65.6
W05001285,4807,2634,54.8
W05001286,6515,3803,58.4
W05001287,3757,3143,83.7
W05001288,5275,3786,71.8
W05001289,7721,2637,34.2
W05001290,4909,3468,70.6
W05001291,2823,2398,84.9
W05001292,5036,4457,88.5
W05001293,6169,2771,44.9
W05001294,3601,2471,68.6
W05001295,6112,2744,44.9
W05001296,7009,3538,50.5
W05001297,6831,5217,76.4
W05001071,4493,2890,64.3
W05001072,2749,1828,66.5
W05001073,3196,1977,61.9
W05001074,4245,3148,74.2
W05001075,3173,2313,72.9
W05001076,3726,2768,74.3
W05001077,2760,2137,77.4
W05001078,1252,915,73.1
W05001079,1207,773,64
W05001080,2193,1541,70.3
W05001081,2640,1684,63.8
W05001082,3225,2052,63.6
W05001083,1427,883,61.9
W05001084,1301,731,56.2
W05001085,3107,2145,69
W05001086,1055,775,73.5
W05001087,2670,1933,72.4
W05001088,1536,1016,66.1
W05001089,3019,2211,73.2
W05001090,2594,2256,87
W05001091,1465,993,67.8
W05001092,3302,2191,66.4
W05001093,2429,1432,59
W05001094,2366,1631,68.9
W05001095,2328,1499,64.4
W05001096,1250,544,43.5
W05001097,843,685,81.3
W05001098,1100,967,87.9
W05001099,1437,1141,79.4
W05001100,1294,1007,77.8
W05001101,2539,1823,71.8
W05001102,1241,753,60.7
W05001103,1617,1206,74.6
W05001104,1358,1211,89.2
W05001105,1579,1094,69.3
W05001106,2657,1808,68
W05001107,2732,2065,75.6
W05001108,1705,1238,72.6
W05001109,1518,1028,67.7
W05001110,1769,678,38.3
W05001111,2627,1713,65.2
W05001112,3388,2457,72.5
W05001113,3460,2022,58.4
W05001114,1546,584,37.8
W05001115,1959,1429,72.9
W05001116,2267,1461,64.4
W05001648,2775,1719,61.9
W05001649,4290,2547,59.4
W05001650,2399,1619,67.5
W05001651,1125,729,64.8
W05001652,2788,1931,69.3
W05001653,3482,2551,73.3
W05001654,3237,1985,61.3
W05001655,1475,988,67
W05001656,2458,1788,72.7
W05001657,1048,736,70.2
W05001658,899,593,66
W05001659,2210,1498,67.8
W05001660,1865,1274,68.3
W05001661,2142,1514,70.7
W05001662,1056,817,77.4
W05001663,3299,2255,68.4
W05001664,2461,1412,57.4
W05001665,1989,1462,73.5
W05001666,2063,1221,59.2
W05001667,2722,1808,66.4
W05001668,2303,1849,80.3
W05001669,5023,3440,68.5
W05001670,3596,2480,69
W05001671,2738,1874,68.4
W05001672,2363,1558,65.9
W05001673,3247,2204,67.9
W05001674,3656,2908,79.5
W05001675,1422,787,55.3
W05001676,2125,1057,49.7
W05001677,1667,1165,69.9
W05001678,2326,1730,74.4
W05001256,2989,1918,64.2
W05001257,2574,1794,69.7
W05001258,2070,1316,63.6
W05001259,2423,1400,57.8
W05001260,1808,1213,67.1
W05001261,1981,1134,57.2
W05001262,2081,1148,55.2
W05001263,1891,1060,56.1
W05001264,1870,1352,72.3
W05001265,2090,1156,55.3
W05001266,1961,1073,54.7
W05001267,1720,945,54.9
W05001268,2291,1466,64
W05001269,2593,1248,48.1
W05001361,2838,1747,61.6
W05001362,2690,1565,58.2
W05001363,992,730,73.6
W05001364,2370,1657,69.9
W05001365,2122,1370,64.6
W05001366,1098,710,64.7
W05001367,874,786,89.9
W05001368,2875,1863,64.8
W05001369,1127,809,71.8
W05001370,2690,2115,78.6
W05001371,3256,2411,74
W05001372,3145,1822,57.9
W05001373,1722,1048,60.9
W05001374,3362,2106,62.6
W05001375,1950,1064,54.6
W05001376,2113,1090,51.6
W05001377,2570,1745,67.9
W05001378,2444,1276,52.2
W05001762,2226,1258,56.5
W05001763,886,672,75.8
W05001764,713,621,87.1
W05001765,711,486,68.4
W05001766,1029,814,79.1
W05001767,1610,960,59.6
W05001768,902,526,58.3
W05001769,900,739,82.1
W05001770,600,507,84.5
W05001771,943,568,60.2
W05001772,1002,729,72.8
W05001773,787,498,63.3
W05001774,995,744,74.8
W05001775,1152,573,49.7
W05001776,1007,430,42.7
W05001777,1739,1315,75.6
W05001778,1804,1455,80.7
W05001779,1643,1193,72.6
W05001780,753,617,81.9
W05001781,730,587,80.4
W05001782,1709,1432,83.8
W05001783,801,592,73.9
W05001784,875,663,75.8
W05001785,1514,1278,84.4
W05001786,736,601,81.7
W05001787,954,846,88.7
W05001788,993,575,57.9
W05001789,1016,694,68.3
W05001790,901,690,76.6
W05001791,1086,890,82
W05001792,1064,807,75.8
W05001793,741,524,70.7
W05001794,1025,738,72
W05001795,884,777,87.9
W05001796,770,616,80
W05001797,813,717,88.2
W05001798,1061,521,49.1
W05001799,826,502,60.8
W05001800,999,671,67.2
W05001627,3989,2793,70
W05001628,3405,2048,60.1
W05001629,3278,2128,64.9
W05001630,3453,1646,47.7
W05001631,2810,2237,79.6
W05001632,3523,2737,77.7
W05001633,3931,2315,58.9
W05001634,2207,1763,79.9
W05001635,5696,3326,58.4
W05001636,1317,1108,84.1
W05001637,3280,2454,74.8
W05001638,2942,1004,34.1
W05001639,3545,1750,49.4
W05001640,1290,764,59.2
W05001641,1283,1154,89.9
W05001642,2990,2495,83.4
W05001643,2315,1369,59.1
W05001644,3791,2492,65.7
W05001645,2953,1289,43.7
W05001646,4723,3074,65.1
