mnemonic,percent_1parent
E05013414,3.1
E05013415,3.9
E05013416,6
E05013417,4.1
E05013418,7.5
E05013419,5.9
E05013420,6.5
E05013421,4.4
E05013422,3.9
E05013423,8.4
E05013424,6.4
E05013425,7.5
E05013426,5.6
E05013427,3.8
E05013428,5.8
E05013429,5.8
E05013430,3.9
E05013431,5.2
E05013432,3.9
E05013433,5.2
E05013434,3.3
E05013435,3.6
E05013436,6.3
E05013437,5.5
E05013438,3.6
E05013439,6.7
E05013440,5.3
E05013441,3
E05013442,6.5
E05013443,6
E05013444,4.6
E05013446,7.4
E05013447,3.6
E05013448,5.9
E05013449,4.4
E05013450,4.1
E05013451,3.5
E05013452,2.8
E05013453,8
E05013455,4.3
E05013457,5.7
E05013458,2.9
E05013459,3.5
E05013460,6.1
E05013461,6
E05013462,11.7
E05013463,7.2
E05013464,6.3
E05013465,3.3
E05013466,5.7
E05013467,4.1
E05013468,4.2
E05013469,4.7
E05013470,3
E05013471,4.3
E05013472,5.7
E05013473,7.3
E05013474,9.8
E05013475,4.4
E05013476,4.3
E05013477,6.2
E05013478,6
E05013479,5.5
E05013480,6.1
E05013481,6
E05013482,9.4
E05013483,10.2
E05013484,6.8
E05013485,3.6
E05013486,5.8
E05013487,3.6
E05013488,5.7
E05013489,4.6
E05013490,6.2
E05013491,9.4
E05013492,4.2
E05013493,3
E05013494,2.2
E05013495,3
E05013832,5.3
E05013833,8.3
E05013834,4.3
E05013835,3.4
E05012649,7.3
E05012650,4.1
E05012651,7.9
E05012652,7.2
E05012653,2.9
E05012654,2.2
E05012655,7.5
E05012656,1.9
E05012657,7.1
E05012658,7
E05012659,4.9
E05012660,5.5
E05012661,7.1
E05012662,3.9
E05012663,7.2
E05012664,2.4
E05012665,8.7
E05012666,4.5
E05012667,6.8
E05012668,3.4
E05012669,6.9
E05012670,7.2
E05012671,4.3
E05012672,5.8
E05012673,5.2
E05012674,7.3
E05012675,6.4
E05012676,5.4
E05012677,4
E05012678,6.6
E05012679,6
E05012680,3
E05012681,7.6
E05012682,2.6
E05012683,4.2
E05012684,3.2
E05012685,5.9
E05012686,5.2
E05012687,2.9
E05012688,5.3
E05012689,2.4
E05012690,5.1
E05012691,4.7
E05012692,4.3
E05012693,4.4
E05012694,4.4
E05012695,4.2
E05012696,4.9
E05012697,10.1
E05012698,5.1
E05012699,3.6
E05012700,2.5
E05012701,4.8
E05012702,4.9
E05012703,4.3
E05012704,5.6
E05012705,4.5
E05012706,5.5
E05012707,2.1
E05012708,5.8
E05012709,7.5
E05012710,3.8
E05012711,4.7
E05012712,6
E05012713,2.3
E05012714,7.4
E05012715,6.1
E05012716,3.4
E05012717,6.8
E05012718,3.3
E05012719,2.7
E05012720,3.4
E05012721,5.2
E05012722,4.9
E05012723,4.4
E05012724,4.6
E05012725,4.5
E05012726,3.5
E05012727,1.9
E05012728,4.5
E05012729,6.7
E05012730,7.6
E05012731,3.3
E05012732,4.1
E05012733,2.7
E05011782,5.6
E05011783,3.9
E05011784,8
E05011785,3.3
E05011786,3.1
E05011787,3.1
E05011788,9.9
E05011789,2.9
E05011790,3
E05011791,4.5
E05011792,4.6
E05011793,3.6
E05011794,6.4
E05011795,6.2
E05011796,4.1
E05011797,5.4
E05011798,4.3
E05011799,2.2
E05011800,4.6
E05011801,5.5
E05011802,3.6
E05011803,2.9
E05011804,5
E05011805,2.1
E05011806,2.9
E05011807,2.7
E05011808,1.9
E05011809,4
E05011810,3.4
E05011811,2.3
E05011011,4
E05011012,2.8
E05011013,9
E05011014,4.1
E05011015,9.4
E05011016,3.7
E05011017,4.4
E05011018,6.7
E05011019,6.6
E05011020,3.9
E05011021,5
E05011022,5.6
E05011023,5.7
E05003510,8.4
E05003511,3.3
E05003512,3.9
E05003513,5.5
E05003514,2.9
E05003515,5
E05003516,6.4
E05003517,4
E05003518,6.2
E05003519,4.7
E05003520,6.5
E05003521,5.1
E05003522,8
E05003524,3.4
E05003525,4.6
E05003526,2
E05003527,5.5
E05003528,4.3
E05003529,3.1
E05003530,3.6
E05003531,7
E05008546,8.7
E05008547,3.8
E05008548,3.5
E05012412,4.6
E05012413,7.7
E05012414,8.1
E05012415,6.7
E05012416,2
E05012417,4
E05012418,3.7
E05012419,4.3
E05012420,3.2
E05012421,5.1
E05012422,5.6
E05012423,4.9
E05012424,6.8
E05012425,6.6
E05012426,7
E05012427,3.2
E05012428,4.8
E05012429,2.1
E05012430,2.4
E05012431,3
E05012432,6.8
E05012433,4.3
E05012434,3.8
E05012435,6.6
E05012436,2.8
E05010128,3.6
E05010129,4.1
E05010130,3.3
E05010131,3.9
E05010132,5
E05010133,4.3
E05010134,3.7
E05010135,6.4
E05010136,5.6
E05010137,5.3
E05010138,4.3
E05010139,2.8
E05010140,4.4
E05010141,2.9
E05010142,4.6
E05010143,2.6
E05010144,7.3
E05010145,4.2
E05010146,3.1
E05010147,5
E05011892,4.4
E05011893,6.2
E05011894,2.6
E05011895,4.9
E05011896,8.1
E05011897,6
E05011898,7.2
E05011899,5.4
E05011900,6.9
E05011901,6.1
E05011902,4.6
E05011903,3.7
E05011904,3.5
E05011905,4.2
E05011906,4
E05011907,5
E05011908,5.7
E05011909,5.7
E05011910,3
E05011911,3.7
E05011912,2.9
E05011913,4.8
E05011914,2.8
E05011915,9.5
E05011916,5
E05011917,8.6
E05011918,6.4
E05011919,8.6
E05011920,10.6
E05011921,2.5
E05011922,7.1
E05011923,3.4
E05011924,7.2
E05011925,2.5
E05011926,2.2
E05011927,2.7
E05011928,2.8
E05011929,2.4
E05011930,3.4
E05011931,4.5
E05010550,4
E05010551,1.5
E05010552,2.9
E05010553,4.3
E05010554,5.4
E05010555,4.4
E05010556,2.5
E05010557,3.8
E05010558,5.3
E05010559,1.9
E05010560,3.2
E05010561,6.7
E05010562,5.9
E05010563,3.5
E05010564,3.7
E05010565,5.6
E05010566,3.6
E05010567,8
E05004288,3.3
E05004289,5.3
E05004290,2.9
E05004291,6.2
E05004292,3.2
E05004293,3.2
E05004294,9.8
E05004295,3.2
E05004296,3.2
E05004297,8.8
E05004298,3.3
E05004299,3.6
E05004300,2.8
E05004301,7.7
E05004302,6.1
E05004303,5.8
E05004304,8.5
E05004305,5.6
E05004306,4.7
E05004307,4.9
E05010696,3.4
E05010697,4
E05010698,2.7
E05010699,7
E05010700,4.2
E05010701,2.9
E05010702,5.6
E05010703,3.6
E05010704,2.9
E05010705,5.5
E05010706,3.6
E05010707,2.5
E05010708,4.1
E05010709,2.8
E05010710,4.5
E05010711,6.4
E05010712,3
E05010713,8.1
E05010714,4.9
E05010715,3.9
E05010716,4.1
E05010717,3.4
E05010718,5.5
E05010719,2.1
E05010720,3
E05010721,3.8
E05010722,5.6
E05010723,4
E05010724,2.7
E05010725,7.2
E05010726,5.6
E05010727,7.3
E05012156,4.2
E05012157,5.2
E05012158,6.6
E05012159,7.4
E05012160,5.7
E05012161,2.2
E05012162,3.1
E05012163,3.5
E05012164,4.8
E05012165,8.6
E05012166,3.8
E05012167,5.1
E05012168,4.9
E05012169,5.4
E05012170,4.4
E05012171,4.7
E05012172,5.1
E05012173,5.5
E05012174,3.1
E05012175,4.2
E05012176,2.7
E05010950,4.5
E05010951,6
E05010952,4.8
E05010953,9.7
E05010954,9.1
E05010955,4.7
E05010956,7
E05010957,3.7
E05010958,5.7
E05010959,13.8
E05010960,3.9
E05010961,11.6
E05010962,9.4
E05010963,8.1
E05010964,8.8
E05010965,6
E05010966,7.2
E05010967,5.6
E05010969,4
E05010972,4.1
E05010973,5.1
E05010975,3.9
E05010976,7.1
E05010981,4.4
E05010982,2.7
E05010986,4.5
E05010987,4.7
E05010988,10.1
E05010990,5.4
E05010991,6.3
E05010992,4.7
E05013187,3.1
E05013188,2.7
E05013189,4.5
E05013190,5.6
E05013191,4.4
E05013192,2.9
E05013193,5.3
E05013194,4.8
E05013195,4.3
E05013196,5
E05013197,7.7
E05013198,3.4
E05013199,3.7
E05013212,6.1
E05012064,5.3
E05012065,7.4
E05012066,7.4
E05012067,5.6
E05012068,6.5
E05012069,4.4
E05012070,3.4
E05012071,8.8
E05012072,7.2
E05012073,3.5
E05012074,6.5
E05012075,4.4
E05012076,5.4
E05012077,3.9
E05012078,2.4
E05012079,7.9
E05012080,6.1
E05012081,2.5
E05012082,6.6
E05012083,5.1
E05014360,7.2
E05014361,5.2
E05014362,7.3
E05014363,6.2
E05014370,4.1
E05014371,3.7
E05014372,3.9
E05014373,4.6
E05014378,6.3
E05014381,6
E05014388,5.3
E05014342,3.9
E05014343,6.2
E05014344,9.1
E05014345,8.8
E05014346,7.4
E05014348,4.2
E05014349,3.3
E05014353,5
E05014364,8.3
E05014365,3.8
E05014367,3.4
E05014376,6.4
E05014341,4.8
E05014347,6.8
E05014350,3.8
E05014351,6.1
E05014352,5.1
E05014354,4.1
E05014356,4.7
E05014357,4.1
E05014366,4.5
E05014369,4.9
E05014379,4.6
E05014380,4.1
E05014389,6.3
E05014390,6.1
E05014391,8.3
E05014392,5.4
E05014393,7.5
E05014339,4.6
E05014340,4.7
E05014355,4.2
E05014358,2.6
E05014359,4
E05014368,5.5
E05014374,4
E05014375,6.1
E05014377,6.1
E05014382,8.6
E05014383,7.7
E05014384,6.6
E05014385,3.9
E05014386,4.6
E05014387,5.5
W05001492,4
W05001493,7.3
W05001494,4.9
W05001495,7.1
W05001496,8.6
W05001497,4.6
W05001498,5.4
W05001499,4.3
W05001500,10.4
W05001501,5.1
W05001502,5.3
W05001503,12.9
W05001504,6.8
W05001505,9.1
W05001506,2.2
W05001507,4.4
W05001508,8.4
W05001509,2.9
W05001510,6.3
W05001511,2.7
W05001512,6.7
W05001513,8
W05001514,2.5
W05001515,3
W05001516,11.9
W05001517,4.2
W05001518,11.2
W05001519,6.8
W05001520,3.7
W05001521,3
W05001522,4.3
W05001523,3.1
W05001524,9
W05001525,6.6
W05001526,7.8
W05001527,10.3
W05001528,7.9
W05001529,5.2
W05001530,12.6
W05001531,8.1
W05001532,3.3
W05001533,2.8
W05001534,8.2
W05001535,3.2
W05001536,6
W05001537,3.3
W05001538,5.9
W05001539,3
W05001540,5
W05001541,4.6
W05001542,9.1
W05001543,4
W05001544,8.6
W05001545,4.1
W05001546,11
W05001547,8.2
W05001548,4.9
W05001549,4.8
W05001550,4.2
W05001551,3.7
W05001552,4.1
W05001553,5.3
W05001554,5.7
W05001555,15.5
W05001556,3.9
W05001557,4.8
W05001558,5.3
W05001559,6.5
W05001560,6.3
W05001561,7.2
W05001562,5.9
W05001563,6.2
W05001564,8.2
W05001565,5
W05001566,6
W05001567,2.9
W05001568,5.9
W05001569,5.5
W05001570,4.8
W05001403,4.3
W05001404,5.1
W05001405,9.3
W05001406,4.2
W05001407,8
W05001408,6.5
W05001409,3.4
W05001410,4.1
W05001411,3.4
W05001412,6.6
W05001413,4.8
W05001414,12.8
W05001415,7.9
W05001416,6.3
W05001417,8
W05001418,4.7
W05001419,6.9
W05001420,5.2
W05001421,3.7
W05001422,15.9
W05001423,10.2
W05001424,6.1
W05001425,8.6
W05001426,5.1
W05001427,7.6
W05001428,5
W05001429,7
W05001430,10.6
W05001431,3
W05001432,2
W05001332,4.1
W05001333,7
W05001334,11.7
W05001335,5.6
W05001336,5.9
W05001337,6.5
W05001338,3.6
W05001339,4.5
W05001340,4.7
W05001341,6.3
W05001342,3.8
W05001343,3.1
W05001344,6.3
W05001345,6.8
W05001346,7.7
W05001347,7.2
W05001348,10
W05001349,6.7
W05001350,5.8
W05001351,5.5
W05001352,16.1
W05001353,11.5
W05001354,8.4
W05001355,12.3
W05001356,7.1
W05001357,5.8
W05001358,8.1
W05001359,4.3
W05001360,3.6
W05001571,4.8
W05001572,7.9
W05001573,6.9
W05001574,7.1
W05001575,3.1
W05001576,6.4
W05001577,9.4
W05001578,6.4
W05001579,4.7
W05001580,6.6
W05001581,4.1
W05001582,2.6
W05001583,8.8
W05001584,10.6
W05001585,5.5
W05001586,7.7
W05001587,11.3
W05001588,7.1
W05001589,7.7
W05001590,12.1
W05001591,3.4
W05001592,5.6
W05001593,4.4
W05001594,7
W05001595,4.3
W05001596,12
W05001597,12
W05001598,7.2
W05001599,7.4
W05001600,10
W05001601,5.6
W05001602,6
W05001603,8.1
W05001604,9.8
W05001605,4.2
W05001606,9.9
W05001607,9
W05001608,4.9
W05001609,5.6
W05001610,9.1
W05001611,9.2
W05001612,10
W05001613,6.4
W05001614,5.8
W05001615,2.5
W05001713,23
W05001714,10.5
W05001715,4.4
W05001716,2.9
W05001717,2.8
W05001718,10.5
W05001719,7.9
W05001720,8.1
W05001721,9.6
W05001722,9.8
W05001723,7.3
W05001724,7.4
W05001725,7.6
W05001726,8
W05001727,6
W05001728,5.5
W05001729,7.7
W05001730,3.4
W05001731,4.7
W05001732,6.9
W05001733,14.6
W05001734,5.8
W05001735,10.9
W05001736,8.7
W05001737,8.9
W05001738,9.6
W05001739,5.4
W05001740,5.8
W05001741,5.1
W05001742,7.8
W05001743,5.6
W05001744,2.4
W05001745,4.4
W05001746,7.9
W05001747,8.3
W05001748,6.1
W05001749,9.9
W05001750,11.5
W05001751,7.5
W05001752,7.8
W05001753,24.1
W05001754,10.6
W05001755,5.2
W05001756,3.7
W05001757,9.8
W05001758,9.8
W05001759,6.5
W05001760,14.5
W05001761,18.6
W05001298,4.1
W05001299,4.8
W05001300,2.8
W05001301,11.2
W05001302,2.8
W05001303,4.4
W05001304,4.5
W05001305,5.6
W05001306,4.2
W05001307,5.9
W05001308,8.1
W05001309,5.1
W05001310,4.3
W05001311,5.3
W05001312,2.7
W05001313,3.8
W05001314,5.3
W05001315,3.5
W05001316,4.8
W05001317,3.4
W05001318,2
W05001319,4.5
W05001320,3.9
W05001321,3.8
W05001322,4.2
W05001323,5.3
W05001324,6.8
W05001325,2.9
W05001326,1.8
W05001327,9.2
W05001328,7.4
W05001329,5.7
W05001330,4.6
W05001331,4.6
W05001433,4.7
W05001434,5.7
W05001435,2.9
W05001436,6.9
W05001437,2.9
W05001438,3.9
W05001439,5.7
W05001440,5
W05001441,3.8
W05001442,6.5
W05001443,6.8
W05001444,7.1
W05001445,8.6
W05001446,16.4
W05001447,9.9
W05001448,7.3
W05001449,7.8
W05001450,2.7
W05001451,9
W05001452,4.5
W05001453,4.5
W05001454,3.4
W05001455,4.2
W05001456,4.4
W05001457,3
W05001458,6.2
W05001459,4.5
W05001460,2.2
W05001461,8.9
W05001462,5.3
W05001463,10.1
W05001464,8.6
W05001465,13.3
W05001466,9.9
W05001467,11.3
W05001468,7.5
W05001469,4.6
W05001470,5.6
W05001471,6.3
W05001472,6.7
W05001473,11.1
W05001474,16.8
W05001475,5.4
W05001476,6.6
W05001477,11.8
W05001478,11.3
W05001479,12.4
W05001480,2.2
W05001481,4.9
W05001482,4.5
W05001483,4.7
W05001484,4.6
W05001485,4.7
W05001486,3.8
W05001487,5.1
W05001488,6.3
W05001489,8.4
W05001490,4
W05001491,4.2
W05001177,2.4
W05001178,7.8
W05001179,5.9
W05001180,10
W05001181,6.8
W05001182,8.4
W05001183,7.5
W05001184,9.5
W05001185,4.6
W05001186,3.1
W05001187,7.1
W05001188,1.8
W05001189,10.4
W05001190,5.2
W05001191,7.9
W05001192,6.4
W05001193,10.4
W05001194,7
W05001195,5.1
W05001196,7
W05001197,7.2
W05001198,6.9
W05001199,4.4
W05001200,2.8
W05001201,3.4
W05001202,6.1
W05001203,3.9
W05001204,7.6
W05001205,2.5
W05001206,2.6
W05001207,4.3
W05001208,3.5
W05001209,6.3
W05001210,5.2
W05001211,3.6
W05001212,6.7
W05001213,4.5
W05001214,9.4
W05001215,11.9
W05001216,3.5
W05001217,5.4
W05001218,7.1
W05001219,6.5
W05001220,6.5
W05001221,4.8
W05001222,3.5
W05001223,2.3
W05001224,7.2
W05001225,6.3
W05001226,9.4
W05001227,5.6
W05001039,4.7
W05001040,11.1
W05001041,5.4
W05001042,8.8
W05001043,8.5
W05001044,9.5
W05001045,4.7
W05001046,5.3
W05001047,7.8
W05001048,2.7
W05001049,7
W05001050,9.2
W05001051,4.8
W05001052,8.7
W05001053,6.3
W05001054,3
W05001055,8.4
W05001056,3.6
W05001057,9.3
W05001058,4.1
W05001059,18.8
W05001060,7.6
W05001061,3
W05001062,8.3
W05001063,6.5
W05001064,5
W05001065,11.1
W05001066,22.1
W05001067,3.7
W05001068,1.9
W05001069,8.1
W05001070,6.3
W05001679,10.1
W05001680,10.4
W05001681,7.2
W05001682,5.9
W05001683,10.6
W05001684,8.2
W05001685,14.2
W05001686,8.4
W05001687,3.1
W05001688,8.6
W05001689,3.2
W05001690,6.1
W05001691,10.3
W05001692,8
W05001693,5.7
W05001694,7.4
W05001695,8.4
W05001696,7.7
W05001697,6.6
W05001698,6.7
W05001699,9.4
W05001700,7.2
W05001701,11.8
W05001702,8.9
W05001703,10.5
W05001704,8.2
W05001705,11.7
W05001706,9.8
W05001707,7.6
W05001708,7.3
W05001709,4.3
W05001710,11.1
W05001711,12.2
W05001712,8.8
W05001228,6.5
W05001229,8.9
W05001230,6.1
W05001231,6.7
W05001232,14.7
W05001233,7.2
W05001234,7.1
W05001235,7.1
W05001236,11
W05001237,7
W05001238,5.5
W05001239,10.6
W05001240,8.9
W05001241,7.1
W05001242,8.7
W05001243,8
W05001244,12.6
W05001245,3.8
W05001246,3.5
W05001247,9
W05001248,7.5
W05001249,6.7
W05001250,3.9
W05001251,5.4
W05001252,5.3
W05001253,8.6
W05001254,2.6
W05001255,9.3
W05001379,6.9
W05001380,9.9
W05001381,10.5
W05001382,12.8
W05001383,6.9
W05001384,13.6
W05001385,4.2
W05001386,5.7
W05001387,6.8
W05001388,15.4
W05001389,7.3
W05001390,5.9
W05001391,4.2
W05001392,5.5
W05001393,2.8
W05001394,3.5
W05001395,6.3
W05001396,9
W05001397,4
W05001398,3.7
W05001399,6
W05001400,10.8
W05001401,4.9
W05001402,5.1
W05001270,7.6
W05001271,4
W05001272,15.8
W05001273,7.2
W05001274,1.9
W05001275,4
W05001276,20.4
W05001277,11.3
W05001278,4.9
W05001279,7.7
W05001280,4.8
W05001281,5.5
W05001282,3.6
W05001283,9.7
W05001284,6.5
W05001285,16.2
W05001286,13.8
W05001287,6.6
W05001288,4.6
W05001289,3.6
W05001290,8.7
W05001291,5.2
W05001292,3.1
W05001293,5.7
W05001294,9.3
W05001295,12.4
W05001296,15.6
W05001297,5.3
W05001071,10.7
W05001072,11.5
W05001073,8.8
W05001074,6.5
W05001075,8.8
W05001076,6.8
W05001077,7.7
W05001078,8
W05001079,14
W05001080,8.9
W05001081,9.4
W05001082,9.7
W05001083,9
W05001084,13
W05001085,7.3
W05001086,6.2
W05001087,8.6
W05001088,10
W05001089,5.7
W05001090,4.9
W05001091,10.4
W05001092,9.8
W05001093,13.7
W05001094,9.7
W05001095,7.6
W05001096,15.3
W05001097,5.6
W05001098,6.1
W05001099,4.5
W05001100,5.5
W05001101,7.3
W05001102,9.3
W05001103,4.6
W05001104,4.3
W05001105,9.1
W05001106,8.7
W05001107,8.4
W05001108,6.5
W05001109,13
W05001110,5.8
W05001111,8.6
W05001112,8.9
W05001113,12.1
W05001114,15.4
W05001115,9
W05001116,10.3
W05001648,12.1
W05001649,12.4
W05001650,7.9
W05001651,10.1
W05001652,7.8
W05001653,7.5
W05001654,9.1
W05001655,5.2
W05001656,7.9
W05001657,7.7
W05001658,7
W05001659,10.3
W05001660,8.7
W05001661,9.6
W05001662,4.8
W05001663,8.6
W05001664,10.4
W05001665,7
W05001666,10.4
W05001667,7.4
W05001668,7
W05001669,8.9
W05001670,7.9
W05001671,8.4
W05001672,7.3
W05001673,8
W05001674,5.7
W05001675,9.4
W05001676,11.5
W05001677,7.8
W05001678,6.2
W05001256,8.1
W05001257,6.8
W05001258,8.3
W05001259,8.3
W05001260,8.9
W05001261,9.5
W05001262,11.7
W05001263,9.3
W05001264,7.5
W05001265,8.9
W05001266,9.1
W05001267,10.6
W05001268,8.5
W05001269,10.4
W05001361,10.1
W05001362,9.8
W05001363,8.2
W05001364,6.6
W05001365,9.3
W05001366,9.6
W05001367,3.1
W05001368,6.4
W05001369,7.1
W05001370,5.7
W05001371,6.7
W05001372,9
W05001373,9.8
W05001374,8.6
W05001375,8.6
W05001376,13.4
W05001377,8.1
W05001378,12.4
W05001762,9
W05001763,3.9
W05001764,3.8
W05001765,4.6
W05001766,3.2
W05001767,6.6
W05001768,11.3
W05001769,2.3
W05001770,2.6
W05001771,11.8
W05001772,5.2
W05001773,4.6
W05001774,2.7
W05001775,6.4
W05001776,14.1
W05001777,4.1
W05001778,4.2
W05001779,6.6
W05001780,2.3
W05001781,2.2
W05001782,4.2
W05001783,4
W05001784,7.2
W05001785,2.7
W05001786,4.9
W05001787,3.1
W05001788,10.8
W05001789,4.6
W05001790,5.4
W05001791,3.7
W05001792,3.9
W05001793,7.5
W05001794,6.8
W05001795,2.1
W05001796,2.8
W05001797,4.6
W05001798,6.5
W05001799,9.1
W05001800,6.9
W05001627,5.5
W05001628,12.2
W05001629,7.7
W05001630,13.3
W05001631,5.3
W05001632,6.4
W05001633,8.9
W05001634,5.6
W05001635,10.6
W05001636,5.2
W05001637,7.2
W05001638,10.1
W05001639,10.2
W05001640,8.8
W05001641,3.4
W05001642,6.2
W05001643,10.3
W05001644,8.9
W05001645,5.2
W05001646,7.5
W05001647,7.7
W05001117,7.7
W05001118,2.5
W05001119,3.6
W05001120,3.8
W05001121,10
W05001122,4.3
W05001123,6.1
W05001124,2.8
W05001125,3.4
W05001126,3.6
W05001127,8.8
W05001128,4.3
W05001129,2.1
W05001130,3.7
W05001131,2.9
W05001132,2.2
W05001133,2.8
W05001134,3.1
W05001135,5.5
W05001136,3.1
W05001137,3.6
W05001138,4.1
W05001139,2.8
W05001140,1.8
W05001141,1.5
W05001142,8.8
W05001143,3.8
W05001144,2.9
W05001145,4.9
W05001146,4.3
W05001147,3.9
W05001148,6.3
W05001149,2.8
W05001150,2.9
W05001151,1.6
W05001152,2.2
W05001153,4.6
W05001154,4.6
W05001155,4.5
W05001156,3.8
W05001157,2.6
W05001158,6
W05001159,3.6
W05001160,11.2
W05001161,7
W05001162,3.4
W05001163,5.3
W05001164,2.3
W05001165,4.1
W05001166,5.5
W05001167,3.5
W05001168,6.6
W05001169,2.7
W05001170,4.1
W05001171,4.2
W05001172,6.5
W05001173,8.7
W05001174,7.8
W05001175,3.3
W05001176,2.1
W05001616,9.3
W05001617,11.6
W05001618,11
W05001619,17.5
W05001620,9.7
W05001621,7.3
W05001622,13.2
W05001623,8.2
W05001624,6.8
W05001625,7.3
W05001626,7.5
