mnemonic,unemployed
E05008756,3.4
E05008757,3.3
E05008758,2.3
E05008759,4.1
E05008760,2.3
E05008761,4.5
E05008762,2.3
E05008763,3.3
E05008764,4
E05008765,2.7
E05008766,3
E05008767,3.9
E05008768,4.3
E05008769,2.8
E05008770,2.3
E05008771,2.4
E05008772,4.7
E05008773,2
E05008774,2.4
E05008775,2.2
E05008776,2.7
E05008777,2.2
E05008779,2.4
E05008780,1.8
E05008781,1.8
E05008782,2.7
E05008783,2.4
E05008785,3.5
E05008786,2.7
E05008787,3
E05008790,2.4
E05008791,2.2
E05008792,2.5
E05008793,2.2
E05008796,2.9
E05008797,2.4
E05008798,2.2
E05008800,4.4
E05008801,2
E05008803,2.3
E05008804,2.3
E05008805,2.4
E05008806,4.3
E05008807,2.6
E05008808,1.7
E05012843,2.5
E05012844,2
E05012845,3.8
E05012846,3.6
E05012847,2.5
E05012848,3.3
E05012849,1.7
E05012850,2.7
E05013050,3.3
E05013051,3.5
E05013052,2.6
E05013053,2.3
E05013054,2.7
E05013055,3.4
E05013056,3.5
E05013057,2
E05013058,2
E05013059,4.8
E05013060,2.1
E05013061,3.3
E05013062,2.6
E05013063,2.5
E05011560,2
E05011561,2
E05011562,2
E05011563,2.4
E05011564,2.8
E05011565,2.6
E05011566,1.5
E05011567,2.1
E05011568,2.4
E05011569,2.3
E05011570,1.9
E05011571,2.1
E05011572,1.6
E05011573,1.5
E05009491,2.9
E05009492,2.1
E05009493,2.2
E05009494,3.5
E05009495,1.7
E05009496,2.7
E05009497,2.7
E05009498,2.6
E05009499,2.8
E05009500,2.6
E05009501,3.1
E05009502,2.5
E05009503,3.3
E05009504,3.4
E05009505,2.6
E05009506,2.7
E05009507,2.1
E05009508,2.5
E05009509,2.2
E05009510,3.7
E05009511,2.6
E05009512,1.8
E05009513,3.7
E05009514,2.6
E05011256,2
E05011257,2.5
E05011258,2
E05011259,1.9
E05011260,2.2
E05011261,1.9
E05011262,1.7
E05011263,1.6
E05011264,2.1
E05011265,2
E05011266,3.6
E05011267,1.7
E05011268,2.2
E05011269,2.7
E05011270,2.4
E05011271,1.8
E05011272,2.8
E05011273,2.1
E05011274,2.7
E05011275,2.5
E05011276,2.5
E05011277,2.3
E05011278,2.1
E05011279,1.9
E05011280,1.9
E05011281,2.6
E05011282,1.9
E05011283,2.4
E05011284,4.5
E05011285,1.6
E05011286,2.6
E05011289,1.4
E05011291,2.5
E05011292,1.5
E05011293,1.8
E05011294,2
E05011295,1.8
E05011296,2
E05011297,2.4
E05011298,1.6
E05011300,1.9
E05011301,1.9
E05011304,2
E05011305,1.9
E05011306,1.9
E05011307,1.7
E05013880,2.5
E05013881,2.1
E05014031,2.9
E05014032,1.9
E05014169,1.5
E05014170,2.5
E05004021,2.3
E05004022,2.6
E05004023,2.4
E05004024,2.4
E05004025,3.9
E05004026,3
E05004027,2.8
E05004028,4.7
E05004029,3.8
E05004030,3.7
E05004031,3.6
E05004032,4.6
E05004033,5.1
E05004034,2.8
E05004035,2.5
E05004036,2.7
E05010365,2.9
E05010366,2.4
E05010367,3.6
E05010368,3.8
E05010369,4.5
E05010370,2.8
E05010371,2
E05010372,2.3
E05010374,2.6
E05010378,2.5
E05010379,2.4
E05010380,1.6
E05010382,2.5
E05010383,2.5
E05010384,2.3
E05010385,1.8
E05010388,3
E05010389,3.4
E05010390,2.3
E05012961,1.5
E05012962,2.2
E05012963,3.4
E05012964,1.8
E05012965,2.8
E05012966,3.2
E05012967,3.6
E05004067,3.2
E05004068,3.2
E05004069,3.4
E05004070,2.2
E05004071,2.1
E05004072,1.8
E05004073,2.4
E05004074,2.5
E05004075,1.9
E05004076,1.8
E05004077,2.6
E05004078,3
E05004079,2.2
E05004080,1.8
E05004081,2.6
E05004082,2.4
E05004083,2.1
E05004084,2.3
E05004085,2.8
E05004086,2.6
E05004087,3.1
E05004088,3.2
E05004089,3.5
E05004090,2.4
E05004091,1.9
E05004092,2.3
E05004093,2.7
E05004094,2.4
E05004095,2.4
E05004096,2.2
E05004097,2.7
E05004098,2.2
E05004099,3
E05004100,2
E05004101,2.7
E05004102,2.3
E05004103,2.1
E05004104,2.8
E05004105,2
E05004106,4.4
E05004107,3.3
E05004108,2.7
E05004109,2.7
E05004110,2.2
E05004111,3.4
E05004112,1.9
E05004113,2.2
E05004114,2.5
E05004115,2.6
E05004116,2.4
E05004117,3.4
E05004118,3.1
E05004119,2.5
E05010827,3.7
E05010828,4.2
E05010829,6.9
E05010830,3.7
E05010831,2.5
E05010832,2.2
E05010833,2
E05010834,3.3
E05010835,4.1
E05010836,4.6
E05010837,2.6
E05010838,2.1
E05010839,3.2
E05010840,3.6
E05010841,2.2
E05010842,2.3
E05010843,4.6
E05004147,2.5
E05004148,3.3
E05004149,2.9
E05004150,2.4
E05004151,2.3
E05004152,2.5
E05004153,3
E05004154,2.9
E05004155,4
E05004157,2.5
E05004158,2.5
E05004159,4.4
E05004160,4.6
E05004161,4.4
E05004162,2.3
E05004163,3.6
E05004164,2.7
E05004165,3.4
E05004166,2.1
E05004167,2.6
E05004169,2.4
E05004170,2.2
E05004171,2.5
E05004172,2.5
E05004173,3.1
E05004174,2.9
E05004175,3.9
E05004176,3
E05004177,3.9
E05004178,4.1
E05008940,2.3
E05008941,2.1
E05004179,3.9
E05004180,2.8
E05004181,3.7
E05004182,3.5
E05004183,4.3
E05004184,4.2
E05004185,4.6
E05004186,3
E05004187,4.3
E05004188,4.3
E05004189,4.3
E05004190,2.5
E05004191,2.3
E05004192,3
E05004193,1.8
E05004194,1.8
E05004195,3.5
E05004196,3
E05004197,2.6
E05004198,3
E05004199,2.3
E05004200,2.1
E05004201,1.6
E05004202,2.7
E05004203,3.3
E05004204,2.4
E05004205,1.7
E05004206,1.6
E05010844,3
E05010845,3.3
E05010846,2
E05010847,2.1
E05010848,2.6
E05010849,2
E05010850,2.3
E05010851,1.9
E05010852,3.7
E05010853,3.1
E05010854,2.7
E05010855,2.1
E05010856,2.6
E05011932,2.1
E05011933,2.1
E05011934,4.3
E05011935,2.4
E05011936,3.4
E05011937,4
E05011938,4.7
E05011939,2.8
E05011940,3.8
E05011941,3.1
E05011942,3.5
E05011943,1.5
E05011944,2.1
E05011945,5.3
E05011946,4
E05011947,2.9
E05011948,2.8
E05011949,1.5
E05011950,2.4
E05011951,5.2
E05011952,2.3
E05011953,3.9
E05011954,4.1
E05011955,2.7
E05011956,2.7
E05011957,2.9
E05011958,2.4
E05011959,2
E05011960,2.4
E05011961,2.7
E05011962,2.6
E05011963,4.6
E05009910,1.4
E05009911,2.6
E05009912,1.2
E05009913,2
E05009914,2.6
E05009915,1.8
E05009916,2.5
E05009917,2.6
E05009918,2.4
E05009919,2.3
E05009920,2.2
E05009921,2.4
E05009922,1.9
E05009923,2.4
E05009924,2.2
E05009925,2.3
E05009926,1.8
E05009927,3.4
E05009928,2.1
E05009929,2.9
E05009930,2.4
E05009931,2
E05009002,2.3
E05009003,3.8
E05009004,3.5
E05009005,3
E05009006,2.6
E05009007,3.1
E05009008,3.1
E05009009,3.2
E05009010,4.3
E05009011,4.2
E05004691,2.9
E05004692,3
E05004693,2.4
E05004694,3.3
E05004695,1.7
E05004696,3.4
E05004697,2.2
E05004698,2.6
E05004699,2.5
E05004700,3
E05004701,2.5
E05004702,3.2
E05004703,3.1
E05004704,3.8
E05004705,4.1
E05004706,3.1
E05004707,2
E05004708,3.1
E05004709,2.5
E05004710,2.5
E05004711,3.1
E05004712,1.9
E05004713,2.4
E05004714,2.4
E05004715,3.1
E05012177,2.3
E05012178,2.3
E05012179,3
E05012180,3.9
E05012181,4.2
E05012182,3.1
E05012183,4.2
E05012184,2.1
E05012185,3.2
E05012186,2.8
E05012187,3.1
E05012188,2.8
E05012189,2.9
E05012190,3.9
E05012191,2.5
E05012192,2.7
E05004761,2.6
E05004762,1.6
E05004763,2.9
E05004764,2.3
E05004765,2.6
E05004766,2
E05004767,1.8
E05004768,3
E05004769,2.4
E05004770,4.3
E05004771,1.7
E05004772,3
E05004773,1.8
E05004774,2.3
E05004775,2.3
E05004776,4
E05004777,2.7
E05004778,3.2
E05004779,2.6
E05004780,3.7
E05004781,1.8
E05004782,2.4
E05004783,2.1
E05004784,2
E05009425,2.4
E05009426,2.9
E05009427,2.3
E05009428,2.8
E05009429,2.7
E05009430,2.1
E05009431,3.5
E05009432,2.8
E05009433,1.6
E05009434,3.5
E05009435,3.6
E05009436,2.6
E05009437,4.5
E05011046,3.9
E05011047,5
E05011048,4.4
E05011049,3.9
E05011050,4
E05011051,3
E05011052,3.8
E05011053,3.4
E05011054,3.1
E05011055,3.2
E05011056,4
E05011057,3.5
E05010237,2.4
E05010238,1.6
E05010239,2.4
E05010240,1.7
E05010241,2
E05010242,2.8
E05010243,2.5
E05010244,3.4
E05010245,1.8
E05010246,1.5
E05010247,1.8
E05010248,1.7
E05010249,1.4
E05010250,1.7
E05010251,1.7
E05010252,2.3
E05010253,2.6
E05010254,2.5
E05010255,2.5
E05010256,2.7
E05010257,2.9
E05010258,2.1
E05010259,3.6
E05010260,2.6
E05010261,3.9
E05010262,1.9
E05010263,2.1
E05005757,2.5
E05005758,2.2
E05005759,2.3
E05005760,1.9
E05005761,1.6
E05005762,2
E05005763,2.5
E05005764,2.8
E05005765,1.4
E05005766,1.8
E05005767,1.1
E05005768,2
E05005769,1.8
E05005770,1.7
E05005771,2.2
E05005772,2.2
E05005773,2.1
E05005774,1.4
E05005775,2.3
E05005776,1.8
E05005777,2.1
E05005778,1.9
E05005779,2.3
E05005780,1.9
E05005781,2
E05005782,2.3
E05005783,1.8
E05005784,2.9
E05005785,3
E05005786,2.2
E05005787,3.3
E05005788,6.2
E05005789,5
E05005790,2.7
E05005791,2.1
E05005792,3.6
E05005793,3
E05005794,4.3
E05005795,6.9
E05005796,2.8
E05005797,4
E05005798,5.4
E05005799,2.7
E05005800,4.2
E05012321,1.6
E05012322,1.9
E05012323,1.9
E05012324,3.4
E05012325,1.6
E05012326,2.3
E05012327,2
E05012328,3.5
E05012329,3.3
E05012330,1.8
E05012331,4.3
E05012332,2.2
E05012333,2
E05012334,2.4
E05012335,2.7
E05012336,1.9
E05012337,1.9
E05012338,2.7
E05012339,2.3
E05012340,2.2
E05012341,2.4
E05012342,4.4
E05012343,3.9
E05012344,2
E05012345,3.4
E05012346,1
E05012347,2.3
E05012348,2.3
E05012349,1.7
E05012350,2.1
E05012351,2.6
E05012352,2.3
E05012353,2.8
E05012354,2.2
E05012355,2.2
E05011834,4.2
E05011835,1.3
E05011836,1.6
E05011837,2.5
E05011838,2.4
E05011839,1.5
E05011840,1.7
E05011841,2.2
E05011842,1.8
E05011843,2.1
E05011844,2
E05011845,2
E05011846,2.5
E05011847,2.1
E05011848,3.1
E05011849,1.6
E05011850,2.7
E05011851,2
E05011852,1.2
E05011853,2.2
E05011854,1.8
E05011855,2.2
E05011856,1.6
E05011857,2.7
E05011858,1.3
E05011859,2
E05011860,2.7
E05011861,2.5
E05011862,1.9
E05011863,2.2
E05011864,2.2
E05011865,2.7
E05012901,4.6
E05012902,3.8
E05012903,4.2
E05012904,2.3
E05012905,3.6
E05012906,6.2
E05012907,4.2
E05012908,4.1
E05012909,3.7
E05012910,4.4
E05012911,4.1
E05012912,6.6
E05012913,4.7
E05011866,1.9
E05011867,2.1
E05011868,1.7
E05011869,1.5
E05011870,1.9
E05011871,1.4
E05011872,2.2
E05011874,1.8
E05011875,1.6
E05011877,1.6
E05011878,1.9
E05011879,2.3
E05011880,2.6
E05011881,1.7
E05011882,1.8
E05011883,2
E05011884,1.8
E05011885,2
E05011886,1.8
E05011887,1.9
E05011888,2.1
E05011889,3
E05011890,1.9
E05011891,1.9
E05012851,2.4
E05012852,2.2
E05012565,2
E05012566,2.4
E05012567,2.1
E05012568,1
E05012569,2.1
E05012570,1.1
E05012571,2.1
E05012572,1.7
E05012573,1.6
E05012574,1.8
E05012575,3.6
E05012576,2.2
E05012577,2.6
E05012578,2.8
E05012579,2.1
E05012580,2
E05012581,1.4
E05012582,1.6
E05012583,2.3
E05012584,2.1
E05012585,4.5
E05012586,3.3
E05012587,3.4
E05012588,3.4
E05007117,5.1
E05007118,2.3
E05007119,4.7
E05007120,2.3
E05007121,3.9
E05007122,4.4
E05007123,3.5
E05007124,3.8
E05007125,2.7
E05007126,2.8
E05007127,2.8
E05007128,2.8
E05007129,3.7
E05007130,5.2
E05007131,3.6
E05007132,3.7
E05012589,2
E05012590,1.9
E05012591,1.9
E05012592,1.9
E05012593,2.5
E05012594,1.8
E05012595,2.7
E05012596,1.9
E05012597,2.2
E05012598,1.9
E05012599,1.7
E05012600,2.4
E05012601,2
E05012602,2.4
E05012603,1.2
E05012604,1.7
E05012605,2
E05012606,1.8
E05012607,1.6
E05012608,1.9
E05012609,2.7
E05012610,2
E05012611,1.9
E05012612,1.9
E05012613,1.6
E05012614,2.2
E05013947,3.4
E05013948,2.7
E05013949,2.3
E05013950,2.5
E05013951,3.1
E05013952,2.6
E05013953,1.9
E05013954,2.6
E05013955,2.3
E05013956,3.1
E05013957,3.2
E05013958,2.2
E05013959,1.9
E05013960,2.6
E05013961,1.6
E05013962,2.4
E05013963,3
E05013964,3.1
E05013965,2.3
E05013966,2.1
E05011058,2.3
E05011059,3
E05011060,2.4
E05011061,4
E05011062,4
E05011063,7.6
E05011064,7.1
E05011065,3.5
E05011066,3
E05011067,2.5
E05011068,2.9
E05011069,3.6
E05011070,2.6
E05011071,4.2
E05011072,2.4
E05011073,2.3
E05004721,2.3
E05004723,1.7
E05004724,2.3
E05004725,2.6
E05004726,2.7
E05004727,1.7
E05004728,2.6
E05004729,2.3
E05004730,1.5
E05004731,3.1
E05004732,2.2
E05004733,2.1
E05004735,2.4
E05004736,2.5
E05004737,2.5
E05004738,2.7
E05004739,2
E05004741,2.6
E05004742,2.7
E05004743,2.1
E05004744,3
E05004745,2.5
E05009315,2.3
E05012981,2.9
E05012982,3.4
E05012983,2.7
E05012984,2.9
E05012985,2.3
E05012986,2
E05012987,1.9
E05004805,2.8
E05004806,4.4
E05004807,3.5
E05004808,2.7
E05004810,3.4
E05004811,3.1
E05004812,3.8
E05004813,3.2
E05004814,3.4
E05004815,4
E05004816,3.4
E05004817,2.6
E05009316,2.4
E05012734,2.2
E05012735,2.4
E05012736,2.3
E05012737,1.6
E05012738,3.3
E05012739,2.8
E05012740,4.5
E05012741,2.3
E05012742,2
E05012743,3.3
E05012744,2.1
E05012745,5.1
E05012746,2.1
E05012747,2.1
E05012748,2
E05012749,3.5
E05012750,2.7
E05012751,2
E05012752,2.2
E05012753,1.6
E05012754,2.8
E05012755,2.1
E05012756,1.4
E05012757,2.5
E05012758,2.3
E05012759,2.7
E05012760,1.9
E05012761,2.6
E05012762,2.1
E05012763,2.9
E05012764,2.5
E05012765,1.8
E05012766,2
E05012767,3.7
E05012768,2.2
E05012769,2.1
E05012770,2.1
E05012771,2.8
E05012772,2.3
E05012773,2.2
E05012774,3.1
E05012775,3.9
E05012776,2.3
E05012777,3.7
E05012778,2.8
E05012779,2.6
E05012780,1.7
E05012781,2.7
E05012782,2.1
E05012783,1.7
E05012784,1.5
E05012785,2
E05012786,3
E05012787,2.5
E05012788,1.5
E05012789,2.5
E05012790,1.9
E05012791,3.6
E05012792,2.8
E05012793,2.4
E05012794,1.3
E05012795,1.9
E05012796,2.4
E05012797,3.7
E05012798,2.4
E05012799,1.7
E05012800,1.8
E05012801,1.9
E05012802,2.7
E05012803,1.6
E05012804,1.5
E05012805,1.6
E09000001,4.1
E05014053,6.1
E05014054,5.3
E05014055,6.3
E05014056,5.9
E05014057,5.8
E05014058,5.8
E05014059,4.8
E05014060,6.3
E05014061,6.1
E05014062,5.7
E05014063,5.3
E05014064,4.6
E05014065,5.1
E05014066,6.9
E05014067,5.8
E05014068,5.9
E05014069,5.1
E05014070,6.1
E05014071,4.6
E05013628,4.2
E05013629,3.7
E05013630,5.5
E05013631,4.3
E05013632,6.1
E05013633,5.8
E05013634,6.1
E05013635,4.2
E05013636,5
E05013637,3.9
E05013638,3.4
E05013639,4.4
E05013640,4.5
E05013641,2.5
E05013642,3.4
E05013643,5.1
E05013644,3.5
E05013645,3.6
E05013646,3.1
E05013647,3.9
E05013648,4.5
E05013649,5
E05013650,3.9
E05013651,4.4
E05011217,3.5
E05011218,4.5
E05011219,3.1
E05011220,2.7
E05011221,2.5
E05011222,3.7
E05011223,3
E05011224,3.8
E05011225,4.9
E05011226,3.3
E05011227,3.2
E05011228,4.6
E05011229,3.2
E05011230,3.4
E05011231,5.4
E05011232,6.6
E05011233,3
E05013496,4.5
E05013497,5.3
E05013498,5.3
E05013499,5
E05013500,6.1
E05013501,6.2
E05013502,3.9
E05013503,6.7
E05013504,4.8
E05013505,4.6
E05013506,4.3
E05013507,4.6
E05013508,4.7
E05013509,6.5
E05013510,7.3
E05013511,5
E05013512,5.5
E05013513,4.9
E05013514,4.8
E05013515,5.2
E05013516,9.9
E05013517,5.8
E05013987,3.8
E05013988,2.8
E05013989,2.5
E05013990,3.6
E05013991,3.4
E05013992,2.4
E05013993,2.8
E05013994,3.6
E05013995,5.1
E05013996,2.2
E05013997,3.1
E05013998,3
E05013999,3.5
E05014000,4.5
E05014001,3.6
E05014002,4.6
E05014003,2.5
E05014004,3.7
E05014005,2.9
E05014006,3.6
E05014007,4.3
E05014008,2.4
E05013652,3.2
E05013653,5.9
E05013654,6.5
E05013655,6.2
E05013656,4.1
E05013657,3.2
E05013658,5.2
E05013659,2.7
E05013660,5.4
E05013661,4.3
E05013662,5.4
E05013663,4.5
E05013664,5
E05013665,5.9
E05013666,7
E05013667,3.9
E05013668,6.4
E05013669,6.8
E05013670,4.5
E05013671,4.3
E05011462,4.3
E05011463,4.7
E05011464,5.2
E05011465,6.1
E05011466,3.2
E05011467,4.6
E05011468,5.9
E05011469,2.7
E05011470,6.6
E05011471,4.5
E05011472,5.1
E05011473,4.9
E05011474,3.3
E05011475,3.8
E05011476,3.3
E05011477,4.1
E05011478,2.7
E05011479,6.4
E05011480,3.5
E05011481,3
E05011482,3.7
E05011483,4.3
E05011484,4.5
E05011485,5.5
E05011486,6.4
E05011487,5.2
E05011488,5.7
E05011489,6.3
E05013518,4.5
E05013519,5.9
E05013520,4.4
E05013521,5
E05013522,5.9
E05013523,5.2
E05013524,4
E05013525,5.2
E05013526,4.8
E05013527,6.3
E05013528,4.3
E05013529,4.9
E05013530,3.9
E05013531,5.4
E05013532,5.5
E05013533,5.8
E05013534,5.1
E05013535,5
E05013536,5.5
E05013537,5.9
E05013538,6.6
E05013539,6.2
E05013540,4.2
E05013541,5
E05013672,3.4
E05013673,6.6
E05013674,5.7
E05013675,5.2
E05013676,3.6
E05013677,5.5
E05013678,2.9
E05013679,5.9
E05013680,5.7
E05013681,3.2
E05013682,5.1
E05013683,4.3
E05013684,5.1
E05013685,5.6
E05013686,4.8
E05013687,3.6
E05013688,4.8
E05013689,5.9
E05013690,3
E05013691,4.5
E05013692,4
E05013693,3.4
E05013694,6.2
E05013695,4.3
E05013696,3.1
E05014072,5.8
E05014073,3.5
E05014074,5.1
E05014075,5.5
E05014076,4.5
E05014077,5.2
E05014078,3.8
E05014079,4.4
E05014080,5.7
E05014081,4.9
E05014082,5.1
E05014083,4.7
E05014084,4.8
E05014085,4.5
E05014086,4.4
E05014087,6.1
E05014088,4.8
E05014089,6.3
E05014090,7
E05014091,7.4
E05014092,5.8
E05014093,6.7
E05014094,6.8
E05009367,4.6
E05009368,5.3
E05009369,4.3
E05009370,5
E05009371,4.6
E05009372,5.9
E05009373,5.5
E05009374,7.1
E05009375,5.7
E05009376,6.5
E05009377,5.6
E05009378,5.5
E05009379,5.9
E05009380,5.9
E05009381,5.6
E05009382,5.8
E05009383,4.7
E05009384,3.7
E05009385,5
E05009386,5.2
E05009387,6.5
E05013733,5.8
E05013734,5.3
E05013735,4.3
E05013736,5.9
E05013737,5.6
E05013738,4.3
E05013739,4.2
E05013740,4.5
E05013741,4.9
E05013742,4.9
E05013743,3.8
E05013744,3.6
E05013745,3.5
E05013746,4.4
E05013747,5.3
E05013748,6.5
E05013749,4.9
E05013750,5.1
E05013751,6.1
E05013752,6.3
E05013753,5.6
E05013585,3.9
E05013586,5.1
E05013587,6.7
E05013588,3.9
E05013589,4
E05013590,5.6
E05013591,6.5
E05013592,3.8
E05013593,4.7
E05013594,4.1
E05013595,6.4
E05013596,7.2
E05013597,5.6
E05013598,6.8
E05013599,6
E05013600,4.4
E05013601,6
E05013602,6.6
E05013603,5.7
E05013604,6.4
E05013605,6
E05013542,3.4
E05013543,3
E05013544,4
E05013545,4.5
E05013546,5.2
E05013547,4.8
E05013548,3.9
E05013549,3.2
E05013550,3.8
E05013551,3.7
E05013552,3.3
E05013553,4.8
E05013554,3.6
E05013555,3
E05013556,3.1
E05013557,4
E05013558,5.9
E05013559,4.8
E05013560,3.9
E05013561,4.5
E05013562,4.2
E05013563,5
E05013967,5.3
E05013968,2.6
E05013969,3.8
E05013970,2.5
E05013971,4.8
E05013972,3
E05013973,3.5
E05013974,4.2
E05013975,4.2
E05013976,3.2
E05013977,2.8
E05013978,3.6
E05013979,3.9
E05013980,4.9
E05013981,3.9
E05013982,3.1
E05013983,4
E05013984,4.5
E05013985,3.4
E05013986,2.1
E05013564,5.7
E05013565,4.3
E05013566,5.8
E05013567,3.1
E05013568,3.4
E05013569,6.4
E05013570,7
E05013571,4.3
E05013572,4.9
E05013573,2.8
E05013574,2.8
E05013575,3.5
E05013576,6.1
E05013577,2.9
E05013578,3.7
E05013579,3.7
E05013580,6
E05013581,5.7
E05013582,5.1
E05013583,6.1
E05013584,5.6
E05013606,5.1
E05013607,5.7
E05013608,4.5
E05013609,4.2
E05013610,3.2
E05013611,3.6
E05013612,6.4
E05013613,5
E05013614,5.7
E05013615,4.4
E05013616,5.5
E05013617,5.7
E05013618,5.6
E05013619,5.7
E05013620,6.4
E05013621,5.5
E05013622,6.1
E05013623,4.2
E05013624,5.9
E05013625,4.5
E05013626,4.7
E05013627,5.1
E05013697,4.9
E05013698,5
E05013699,5.8
E05013700,6.6
E05013701,4.8
E05013702,6.6
E05013703,7
E05013704,3.5
E05013705,5.2
E05013706,5.8
E05013707,4.9
E05013708,5.6
E05013709,6
E05013710,4.6
E05013711,4.9
E05013712,5.5
E05013713,5.5
E05009388,3.3
E05009389,3.6
E05009390,4.5
E05009391,5.1
E05009392,5.2
E05009393,3.9
E05009394,6
E05009395,4.8
E05009396,6.9
E05009397,5
E05009398,3.6
E05009399,7.6
E05009400,4
E05009401,3
E05009402,3.5
E05009403,3.6
E05009404,4.5
E05009405,3.7
E05013928,3.5
E05013929,2.7
E05013930,4.3
E05013931,3.2
E05013932,3.6
E05013933,3.2
E05013934,4.5
E05013935,3.3
E05013936,4.2
E05013937,3.7
E05013938,5.6
E05013939,2.9
E05013940,3.4
E05013941,5.7
E05013942,3.3
E05013943,4.5
E05013944,3.7
E05013945,3.7
E05013946,3
E05014095,4.6
E05014096,7.4
E05014097,5.9
E05014098,5.7
E05014099,3.3
E05014100,4.5
E05014101,5.4
E05014102,3.7
E05014103,5.9
E05014104,4.9
E05014105,6
E05014106,6.1
E05014107,6.9
E05014108,5.3
E05014109,5.4
E05014110,5.7
E05014111,6.3
E05014112,5.2
E05014113,5.2
E05014114,4.3
E05014115,4.8
E05014116,4.8
E05014117,5.5
E05014118,6
E05014119,3.8
E05013714,6.2
E05013715,5.4
E05013716,5.9
E05013717,5
E05013718,4.5
E05013719,7
E05013720,5.9
E05013721,6.7
E05013722,5.2
E05013723,5.2
E05013724,6.1
E05013725,5.2
E05013726,4.9
E05013727,7.4
E05013728,7.7
E05013729,4.9
E05013730,5.5
E05013731,5.1
E05013732,6.1
E05013810,3.6
E05013811,3.5
E05013812,4.5
E05013813,4.8
E05013814,5
E05013815,4.6
E05013816,3
E05013817,5.2
E05013818,4.7
E05013819,3.3
E05013820,3.3
E05013821,5.3
E05013822,4.4
E05013823,3.4
E05013824,4.3
E05013825,2.2
E05013826,3.5
E05013827,3.3
E05013828,3.3
E05013829,3.3
E05013904,6.6
E05013905,6.2
E05013906,8.2
E05013907,5.9
E05013908,6.2
E05013909,6.4
E05013910,6.1
E05013911,6.6
E05013912,6.6
E05013913,5.7
E05013914,7.8
E05013915,6.3
E05013916,5.6
E05013917,6.4
E05013918,6
E05013919,6
E05013920,6.7
E05013921,5.9
E05013922,7.2
E05013923,5
E05013924,6.4
E05013925,4.7
E05013926,5.9
E05013927,6.2
E05011234,4.5
E05011235,3.8
E05011236,3.7
E05011237,4.8
E05011238,4.2
E05011239,4.3
E05011240,5
E05011241,4.4
E05011242,3.9
E05011243,3.9
E05011244,5.4
E05011245,4.4
E05011246,5.6
E05011247,6.4
E05011248,4.8
E05011249,2.9
E05011250,4.5
E05011251,5.2
E05011252,3.6
E05011253,5.1
E05011254,3.8
E05011255,3.7
E05013774,3.4
E05013775,2.8
E05013776,3.2
E05013777,3
E05013778,2.7
E05013779,4
E05013780,3.3
E05013781,4.2
E05013782,3.3
E05013783,3.2
E05013784,3.3
E05013785,3.3
E05013786,3.3
E05013787,4.1
E05013788,3.5
E05013789,3.4
E05013790,3.2
E05013791,3.5
E05011095,5.6
E05011096,6.5
E05011097,4.6
E05011098,5.9
E05011099,4.4
E05011100,2.4
E05011101,4.7
E05011102,7.9
E05011103,3.4
E05011104,5.1
E05011105,6.3
E05011106,5.1
E05011107,6.4
E05011108,5.8
E05011109,7.5
E05011110,7
E05011111,4.5
E05011112,5.4
E05011113,4.8
E05011114,6.4
E05011115,5.5
E05011116,5.9
E05011117,4.5
E05013754,3.3
E05013755,3.1
E05013756,2.9
E05013757,2.8
E05013758,2.5
E05013759,3.7
E05013760,3.1
E05013761,4.5
E05013762,4.4
E05013763,3.5
E05013764,3.1
E05013765,4.6
E05013766,3.3
E05013767,3.8
E05013768,3.1
E05013769,3.5
E05013770,3
E05013771,3
E05013772,3.7
E05013773,2.6
E05009317,6.7
E05009318,6.4
E05009319,5.7
E05009320,4.4
E05009321,6.8
E05009322,6.7
E05009323,5.2
E05009324,6.1
E05009325,6.1
E05009326,4.1
E05009327,6.6
E05009328,7.3
E05009329,6.3
E05009330,4.2
E05009331,6
E05009332,6.6
E05009333,6.8
E05009334,6.1
E05009335,5.7
E05009336,5.6
E05013882,6.1
E05013883,5.6
E05013884,5
E05013885,3.5
E05013886,3.8
E05013887,5
E05013888,5.1
E05013889,5
E05013890,4.5
E05013891,5.6
E05013892,6.2
E05013893,6
E05013894,4.4
E05013895,6.1
E05013896,5.8
E05013897,4.6
E05013898,5.5
E05013899,4.5
E05013900,5
E05013901,4.9
E05013902,5.1
E05013903,5.6
E05014009,2.8
E05014010,5
E05014011,3.1
E05014012,5.5
E05014013,5.4
E05014014,3.2
E05014015,4.3
E05014016,2.3
E05014017,7
E05014018,3.5
E05014019,4.8
E05014020,3.5
E05014021,3.1
E05014022,2.9
E05014023,3.5
E05014024,3.9
E05014025,3.3
E05014026,4.1
E05014027,3.7
E05014028,3.7
E05014029,4.8
E05014030,3.8
E05013792,3.7
E05013793,4.7
E05013794,6.4
E05013795,5.3
E05013796,4.6
E05013797,3.6
E05013798,4.4
E05013799,3.9
E05013800,5.5
E05013801,3.6
E05013802,4.2
E05013803,5.3
E05013804,7.1
E05013805,4.3
E05013806,4.3
E05013807,5.1
E05013808,4.1
E05013809,7.1
E05002249,5.3
E05002250,2.4
E05002251,5.3
E05002252,4.8
E05002253,1.7
E05002254,3
E05002255,4.5
E05002256,2.8
E05002257,3.3
E05002258,2.3
E05002259,2.7
E05002260,2.6
E05002261,4.4
E05002262,4
E05002263,2.7
E05002264,3.9
E05002265,3.4
E05002266,2.9
E05002267,3.8
E05002268,3.7
